,pos,neg,sum,pos_pct
GWC,2.0,,2.0,1.0
GWE,3.0,2.0,5.0,0.6
GWG,2.0,2.0,4.0,0.5
GWH,1.0,3.0,4.0,0.25
GWI,1.0,,1.0,1.0
GWJ,3.0,,3.0,1.0
GWK,1.0,,1.0,1.0
GWL,3.0,,3.0,1.0
GWM,16.0,2.0,18.0,0.8888888888888888
GWN,1.0,1.0,2.0,0.5
GWO,5.0,,5.0,1.0
GWP,24.0,7.0,31.0,0.7741935483870968
GWQ,1.0,,1.0,1.0
GWR,,1.0,1.0,
GWT,,1.0,1.0,
GWU,2.0,,2.0,1.0
GWV,37.0,7.0,44.0,0.8409090909090909
GWW,1.0,,1.0,1.0
GWX,18.0,9.0,27.0,0.6666666666666666
GWY,1.0,,1.0,1.0
GX,3.0,1.0,4.0,0.75
GXA,3.0,,3.0,1.0
GXB,2.0,,2.0,1.0
GXC,18.0,5.0,23.0,0.782608695652174
GXE,2.0,1.0,3.0,0.6666666666666666
GXF,5.0,2.0,7.0,0.7142857142857143
GXG,1.0,,1.0,1.0
GXI,1.0,,1.0,1.0
GXJ,2.0,1.0,3.0,0.6666666666666666
GXK,31.0,7.0,38.0,0.8157894736842105
GXL,1.0,,1.0,1.0
GXM,1.0,,1.0,1.0
GXN,3.0,,3.0,1.0
GXO,,2.0,2.0,
GXP,19.0,5.0,24.0,0.7916666666666666
GXQ,4.0,3.0,7.0,0.5714285714285714
GXR,84.0,28.0,112.0,0.75
GXT,1.0,,1.0,1.0
GXU,1.0,,1.0,1.0
GXV,6.0,,6.0,1.0
GXW,1.0,,1.0,1.0
GXX,3.0,,3.0,1.0
GXZ,1.0,1.0,2.0,0.5
GY,1.0,1.0,2.0,0.5
GYA,,1.0,1.0,
GYB,5.0,,5.0,1.0
GYC,1.0,1.0,2.0,0.5
GYD,,1.0,1.0,
GYG,1.0,1.0,2.0,0.5
GYH,1.0,1.0,2.0,0.5
GYI,1.0,,1.0,1.0
GYJ,38.0,11.0,49.0,0.7755102040816326
GYK,,1.0,1.0,
GYL,18.0,5.0,23.0,0.782608695652174
GYM,,1.0,1.0,
GYN,2.0,,2.0,1.0
GYO,,1.0,1.0,
GYP,,1.0,1.0,
GYQ,1.0,,1.0,1.0
GYR,7.0,,7.0,1.0
GYS,1.0,,1.0,1.0
GYT,9.0,2.0,11.0,0.8181818181818182
GYU,,1.0,1.0,
GYV,1.0,,1.0,1.0
GYW,1.0,,1.0,1.0
GYY,2.0,,2.0,1.0
GYZ,,1.0,1.0,
GZ,5.0,4.0,9.0,0.5555555555555556
GZB,9.0,4.0,13.0,0.6923076923076923
GZC,,1.0,1.0,
GZD,1.0,,1.0,1.0
GZF,7.0,3.0,10.0,0.7
GZG,3.0,,3.0,1.0
GZH,8.0,2.0,10.0,0.8
GZI,3.0,,3.0,1.0
GZJ,2.0,1.0,3.0,0.6666666666666666
GZK,4.0,,4.0,1.0
GZL,3.0,,3.0,1.0
GZN,1.0,,1.0,1.0
GZO,4.0,1.0,5.0,0.8
GZP,1.0,,1.0,1.0
GZQ,1.0,,1.0,1.0
GZR,2.0,,2.0,1.0
GZS,4.0,1.0,5.0,0.8
GZT,13.0,6.0,19.0,0.6842105263157895
GZU,4.0,2.0,6.0,0.6666666666666666
GZV,1.0,,1.0,1.0
GZX,1.0,,1.0,1.0
GZY,1.0,,1.0,1.0
GZZ,1.0,1.0,2.0,0.5
H,3.0,1.0,4.0,0.75
HA,,1.0,1.0,
HAB,2.0,,2.0,1.0
HAC,1.0,,1.0,1.0
HAD,3.0,1.0,4.0,0.75
HAF,4.0,,4.0,1.0
HAI,1.0,,1.0,1.0
HAJ,1.0,,1.0,1.0
HAL,,1.0,1.0,
HAM,2.0,2.0,4.0,0.5
HAN,4.0,,4.0,1.0
HAO,9.0,4.0,13.0,0.6923076923076923
HAQ,4.0,,4.0,1.0
HAR,6.0,,6.0,1.0
HAS,1.0,1.0,2.0,0.5
HAT,10.0,8.0,18.0,0.5555555555555556
HAU,2.0,,2.0,1.0
HAV,4.0,,4.0,1.0
HAX,3.0,2.0,5.0,0.6
HAY,6.0,,6.0,1.0
HB,1.0,2.0,3.0,0.3333333333333333
HBB,1.0,,1.0,1.0
HBD,1.0,,1.0,1.0
HBF,1.0,1.0,2.0,0.5
HBI,1.0,1.0,2.0,0.5
HBJ,1.0,,1.0,1.0
HBL,3.0,2.0,5.0,0.6
HBM,3.0,,3.0,1.0
HBN,1.0,,1.0,1.0
HBO,1.0,1.0,2.0,0.5
HBP,1.0,,1.0,1.0
HBS,,1.0,1.0,
HBT,1.0,,1.0,1.0
HBU,1.0,,1.0,1.0
HBV,7.0,4.0,11.0,0.6363636363636364
HBW,1.0,1.0,2.0,0.5
HBX,1.0,,1.0,1.0
HC,2.0,,2.0,1.0
HCA,10.0,3.0,13.0,0.7692307692307693
HCB,5.0,3.0,8.0,0.625
HCD,3.0,,3.0,1.0
HCE,,1.0,1.0,
HCH,1.0,,1.0,1.0
HCJ,1.0,,1.0,1.0
HCL,1.0,,1.0,1.0
HCN,1.0,,1.0,1.0
HCO,1.0,,1.0,1.0
HCP,1.0,,1.0,1.0
HCQ,,1.0,1.0,
HCR,1.0,,1.0,1.0
HCS,,3.0,3.0,
HCT,,1.0,1.0,
HCV,2.0,,2.0,1.0
HCW,3.0,1.0,4.0,0.75
HCY,3.0,1.0,4.0,0.75
HCZ,14.0,2.0,16.0,0.875
HD,2.0,3.0,5.0,0.4
HDA,1.0,1.0,2.0,0.5
HDB,18.0,4.0,22.0,0.8181818181818182
HDC,4.0,2.0,6.0,0.6666666666666666
HDD,186.0,57.0,243.0,0.7654320987654321
HDE,1.0,,1.0,1.0
HDG,2.0,,2.0,1.0
HDH,2.0,1.0,3.0,0.6666666666666666
HDI,1.0,,1.0,1.0
HDJ,2.0,,2.0,1.0
HDK,1.0,4.0,5.0,0.2
HDM,1.0,,1.0,1.0
HDN,4.0,1.0,5.0,0.8
HDO,2.0,1.0,3.0,0.6666666666666666
HDQ,3.0,,3.0,1.0
HDR,1.0,,1.0,1.0
HDS,,2.0,2.0,
HDT,2.0,,2.0,1.0
HDV,1.0,2.0,3.0,0.3333333333333333
HDW,14.0,4.0,18.0,0.7777777777777778
HDX,1.0,,1.0,1.0
HDY,1.0,,1.0,1.0
HDZ,4.0,,4.0,1.0
HE,1.0,1.0,2.0,0.5
HEB,4.0,2.0,6.0,0.6666666666666666
HEC,,1.0,1.0,
HEE,1.0,2.0,3.0,0.3333333333333333
HEF,1.0,,1.0,1.0
HEH,18.0,5.0,23.0,0.782608695652174
HEI,1.0,,1.0,1.0
HEJ,1.0,,1.0,1.0
HEL,26.0,12.0,38.0,0.6842105263157895
HEM,2.0,,2.0,1.0
HEN,,1.0,1.0,
HER,1.0,,1.0,1.0
HES,55.0,28.0,83.0,0.6626506024096386
HET,2.0,,2.0,1.0
HEU,,2.0,2.0,
HEW,1.0,,1.0,1.0
HEX,5.0,3.0,8.0,0.625
HEY,1.0,,1.0,1.0
HF,7.0,3.0,10.0,0.7
HFA,16.0,10.0,26.0,0.6153846153846154
HFB,,1.0,1.0,
HFC,1.0,,1.0,1.0
HFD,2.0,,2.0,1.0
HFE,9.0,3.0,12.0,0.75
HFF,,1.0,1.0,
HFG,11.0,6.0,17.0,0.6470588235294118
HFH,2.0,1.0,3.0,0.6666666666666666
HFI,5.0,,5.0,1.0
HFJ,1.0,,1.0,1.0
HFL,2.0,,2.0,1.0
HFM,,2.0,2.0,
HFN,1.0,,1.0,1.0
HFO,1.0,,1.0,1.0
HFP,1.0,,1.0,1.0
HFQ,1.0,1.0,2.0,0.5
HFR,,1.0,1.0,
HFT,,2.0,2.0,
HFU,8.0,1.0,9.0,0.8888888888888888
HFV,1.0,,1.0,1.0
HFW,1.0,,1.0,1.0
HFX,1.0,,1.0,1.0
HFY,30.0,11.0,41.0,0.7317073170731707
HG,5.0,2.0,7.0,0.7142857142857143
HGA,34.0,7.0,41.0,0.8292682926829268
HGB,16.0,6.0,22.0,0.7272727272727273
HGC,1.0,,1.0,1.0
HGD,3.0,,3.0,1.0
HGE,,2.0,2.0,
HGF,2.0,,2.0,1.0
HGG,7.0,,7.0,1.0
HGH,1.0,,1.0,1.0
HGI,1.0,3.0,4.0,0.25
HGJ,1.0,,1.0,1.0
HGK,2.0,,2.0,1.0
HGL,1.0,,1.0,1.0
HGM,7.0,,7.0,1.0
HGN,1.0,,1.0,1.0
HGO,2.0,,2.0,1.0
HGP,1.0,,1.0,1.0
HGR,5.0,1.0,6.0,0.8333333333333334
HGT,1.0,,1.0,1.0
HGU,2.0,,2.0,1.0
HGW,1.0,,1.0,1.0
HGX,2.0,,2.0,1.0
HGY,1.0,1.0,2.0,0.5
HGZ,6.0,2.0,8.0,0.75
HH,41.0,16.0,57.0,0.7192982456140351
HHA,4.0,,4.0,1.0
HHB,1.0,1.0,2.0,0.5
HHC,2.0,1.0,3.0,0.6666666666666666
HHD,3.0,1.0,4.0,0.75
HHE,1.0,,1.0,1.0
HHG,,2.0,2.0,
HHH,3.0,,3.0,1.0
HHI,1.0,,1.0,1.0
HHJ,6.0,1.0,7.0,0.8571428571428571
HHK,15.0,5.0,20.0,0.75
HHL,1.0,,1.0,1.0
HHM,4.0,2.0,6.0,0.6666666666666666
HHN,1.0,,1.0,1.0
HHO,1.0,1.0,2.0,0.5
HHP,1.0,,1.0,1.0
HHQ,1.0,,1.0,1.0
HHT,1.0,,1.0,1.0
HHU,2.0,1.0,3.0,0.6666666666666666
HHV,2.0,,2.0,1.0
HHW,,1.0,1.0,
HHX,2.0,1.0,3.0,0.6666666666666666
HHZ,35.0,8.0,43.0,0.813953488372093
HI,2.0,,2.0,1.0
HIB,,1.0,1.0,
HIC,,1.0,1.0,
HID,3.0,1.0,4.0,0.75
HIE,1.0,,1.0,1.0
HIG,4.0,1.0,5.0,0.8
HIH,3.0,,3.0,1.0
HII,1.0,,1.0,1.0
HIJ,1.0,,1.0,1.0
HIK,,1.0,1.0,
HIL,1.0,1.0,2.0,0.5
HIM,,1.0,1.0,
HIN,1.0,,1.0,1.0
HIO,1.0,,1.0,1.0
HIP,,1.0,1.0,
HIQ,4.0,,4.0,1.0
HIR,4.0,,4.0,1.0
HIT,11.0,1.0,12.0,0.9166666666666666
HIU,1.0,1.0,2.0,0.5
HIV,1.0,1.0,2.0,0.5
HIW,,2.0,2.0,
HIX,4.0,1.0,5.0,0.8
HIY,2.0,,2.0,1.0
HIZ,12.0,4.0,16.0,0.75
HJ,2.0,,2.0,1.0
HJB,,1.0,1.0,
HJC,3.0,2.0,5.0,0.6
HJD,3.0,,3.0,1.0
HJE,3.0,,3.0,1.0
HJF,3.0,,3.0,1.0
HJH,1.0,,1.0,1.0
HJI,,1.0,1.0,
HJJ,5.0,,5.0,1.0
HJK,8.0,,8.0,1.0
HJL,1.0,,1.0,1.0
HJM,3.0,,3.0,1.0
HJO,1.0,2.0,3.0,0.3333333333333333
HJQ,,1.0,1.0,
HJR,4.0,2.0,6.0,0.6666666666666666
HJS,1.0,,1.0,1.0
HJT,6.0,,6.0,1.0
HJV,1.0,,1.0,1.0
HJX,16.0,5.0,21.0,0.7619047619047619
HJY,2.0,1.0,3.0,0.6666666666666666
HJZ,1.0,,1.0,1.0
HK,18.0,7.0,25.0,0.72
HKB,1.0,,1.0,1.0
HKC,2.0,,2.0,1.0
HKD,1.0,,1.0,1.0
HKE,1.0,,1.0,1.0
HKF,3.0,1.0,4.0,0.75
HKG,20.0,2.0,22.0,0.9090909090909091
HKH,1.0,,1.0,1.0
HKJ,,1.0,1.0,
HKK,1.0,3.0,4.0,0.25
HKL,2.0,,2.0,1.0
HKN,3.0,1.0,4.0,0.75
HKO,4.0,,4.0,1.0
HKP,11.0,3.0,14.0,0.7857142857142857
HKQ,18.0,13.0,31.0,0.5806451612903226
HKR,3.0,,3.0,1.0
HKS,1.0,,1.0,1.0
HKT,2.0,,2.0,1.0
HKU,2.0,,2.0,1.0
HKV,7.0,1.0,8.0,0.875
HKW,1.0,,1.0,1.0
HKX,6.0,4.0,10.0,0.6
HKY,2.0,,2.0,1.0
HKZ,9.0,3.0,12.0,0.75
HL,3.0,,3.0,1.0
HLA,1.0,,1.0,1.0
HLB,55.0,23.0,78.0,0.7051282051282052
HLC,,1.0,1.0,
HLD,3.0,,3.0,1.0
HLE,5.0,5.0,10.0,0.5
HLF,3.0,1.0,4.0,0.75
HLG,4.0,1.0,5.0,0.8
HLH,1.0,1.0,2.0,0.5
HLJ,3.0,1.0,4.0,0.75
HLK,5.0,2.0,7.0,0.7142857142857143
HLL,1.0,,1.0,1.0
HLM,2.0,,2.0,1.0
HLN,,1.0,1.0,
HLO,24.0,3.0,27.0,0.8888888888888888
HLP,5.0,1.0,6.0,0.8333333333333334
HLQ,2.0,,2.0,1.0
HLR,3.0,1.0,4.0,0.75
HLS,3.0,,3.0,1.0
HLT,62.0,25.0,87.0,0.7126436781609196
HLU,2.0,,2.0,1.0
HLW,,1.0,1.0,
HLX,2.0,,2.0,1.0
HLY,6.0,5.0,11.0,0.5454545454545454
HLZ,19.0,5.0,24.0,0.7916666666666666
HM,17.0,1.0,18.0,0.9444444444444444
HMA,5.0,1.0,6.0,0.8333333333333334
HMB,3.0,2.0,5.0,0.6
HMD,7.0,1.0,8.0,0.875
HME,22.0,7.0,29.0,0.7586206896551724
HMF,2.0,,2.0,1.0
HMG,6.0,2.0,8.0,0.75
HMH,1.0,,1.0,1.0
HMI,1.0,1.0,2.0,0.5
HMJ,,2.0,2.0,
HMK,1.0,,1.0,1.0
HML,1.0,,1.0,1.0
HMM,2.0,,2.0,1.0
HMN,2.0,,2.0,1.0
HMO,3.0,1.0,4.0,0.75
HMP,1.0,,1.0,1.0
HMQ,2.0,1.0,3.0,0.6666666666666666
HMR,1.0,,1.0,1.0
HMS,2.0,,2.0,1.0
HMT,3.0,,3.0,1.0
HMU,4.0,,4.0,1.0
HMX,1.0,2.0,3.0,0.3333333333333333
HMZ,3.0,,3.0,1.0
HN,3.0,,3.0,1.0
HNA,2.0,1.0,3.0,0.6666666666666666
HNB,1.0,,1.0,1.0
HNC,1.0,,1.0,1.0
HND,,1.0,1.0,
HNF,1.0,,1.0,1.0
HNG,25.0,10.0,35.0,0.7142857142857143
HNH,6.0,,6.0,1.0
HNI,16.0,6.0,22.0,0.7272727272727273
HNK,,1.0,1.0,
HNL,1.0,,1.0,1.0
HNM,1.0,,1.0,1.0
HNN,1.0,,1.0,1.0
HNO,1.0,1.0,2.0,0.5
HNP,1.0,,1.0,1.0
HNQ,,1.0,1.0,
HNR,1.0,,1.0,1.0
HNT,1.0,,1.0,1.0
HNU,10.0,1.0,11.0,0.9090909090909091
HNV,5.0,,5.0,1.0
HNW,4.0,,4.0,1.0
HNX,1.0,,1.0,1.0
HNY,27.0,8.0,35.0,0.7714285714285715
HNZ,1.0,,1.0,1.0
HO,2.0,1.0,3.0,0.6666666666666666
HOA,24.0,4.0,28.0,0.8571428571428571
HOB,,2.0,2.0,
HOE,3.0,,3.0,1.0
HOF,71.0,28.0,99.0,0.7171717171717171
HOH,2.0,,2.0,1.0
HOI,5.0,,5.0,1.0
HOJ,,1.0,1.0,
HOL,1.0,,1.0,1.0
HOM,8.0,2.0,10.0,0.8
HON,7.0,1.0,8.0,0.875
HOO,,1.0,1.0,
HOP,7.0,1.0,8.0,0.875
HOR,4.0,1.0,5.0,0.8
HOS,35.0,12.0,47.0,0.7446808510638298
HOU,1.0,4.0,5.0,0.2
HOV,1.0,,1.0,1.0
HOX,1.0,,1.0,1.0
HOY,2.0,,2.0,1.0
HOZ,3.0,,3.0,1.0
HP,2.0,,2.0,1.0
HPB,,1.0,1.0,
HPC,1.0,,1.0,1.0
HPD,8.0,,8.0,1.0
HPE,1.0,2.0,3.0,0.3333333333333333
HPH,3.0,,3.0,1.0
HPJ,1.0,,1.0,1.0
HPK,2.0,,2.0,1.0
HPL,1.0,1.0,2.0,0.5
HPM,3.0,,3.0,1.0
HPO,4.0,,4.0,1.0
HPQ,1.0,,1.0,1.0
HPR,4.0,1.0,5.0,0.8
HPS,16.0,1.0,17.0,0.9411764705882353
HPT,8.0,,8.0,1.0
HPV,1.0,,1.0,1.0
HPX,2.0,,2.0,1.0
HPY,,1.0,1.0,
HPZ,19.0,6.0,25.0,0.76
HQ,1.0,,1.0,1.0
HQA,1.0,,1.0,1.0
HQB,13.0,8.0,21.0,0.6190476190476191
HQD,7.0,2.0,9.0,0.7777777777777778
HQE,5.0,1.0,6.0,0.8333333333333334
HQF,1.0,,1.0,1.0
HQG,4.0,,4.0,1.0
HQH,1.0,,1.0,1.0
HQI,1.0,,1.0,1.0
HQJ,6.0,2.0,8.0,0.75
HQK,3.0,1.0,4.0,0.75
HQL,,1.0,1.0,
HQM,16.0,1.0,17.0,0.9411764705882353
HQN,67.0,30.0,97.0,0.6907216494845361
HQO,3.0,,3.0,1.0
HQQ,3.0,1.0,4.0,0.75
HQR,1.0,,1.0,1.0
HQS,1.0,,1.0,1.0
HQT,7.0,3.0,10.0,0.7
HQV,1.0,,1.0,1.0
HQW,4.0,,4.0,1.0
HQX,1.0,,1.0,1.0
HQY,,1.0,1.0,
HQZ,1.0,,1.0,1.0
HR,3.0,3.0,6.0,0.5
HRB,5.0,3.0,8.0,0.625
HRC,1.0,1.0,2.0,0.5
HRD,3.0,,3.0,1.0
HRE,2.0,,2.0,1.0
HRH,1.0,1.0,2.0,0.5
HRI,1.0,,1.0,1.0
HRJ,25.0,5.0,30.0,0.8333333333333334
HRK,1.0,,1.0,1.0
HRL,1.0,,1.0,1.0
HRM,2.0,,2.0,1.0
HRO,11.0,8.0,19.0,0.5789473684210527
HRQ,1.0,1.0,2.0,0.5
HRR,1.0,,1.0,1.0
HRS,11.0,6.0,17.0,0.6470588235294118
HRT,1.0,,1.0,1.0
HRU,,1.0,1.0,
HRV,17.0,5.0,22.0,0.7727272727272727
HRW,1.0,,1.0,1.0
HRX,1.0,,1.0,1.0
HRY,15.0,8.0,23.0,0.6521739130434783
HRZ,1.0,,1.0,1.0
HS,2.0,,2.0,1.0
HSC,2.0,1.0,3.0,0.6666666666666666
HSD,3.0,,3.0,1.0
HSE,7.0,4.0,11.0,0.6363636363636364
HSF,1.0,,1.0,1.0
HSG,6.0,,6.0,1.0
HSH,1.0,,1.0,1.0
HSI,,1.0,1.0,
HSJ,1.0,,1.0,1.0
HSK,1.0,1.0,2.0,0.5
HSL,1.0,,1.0,1.0
HSM,2.0,,2.0,1.0
HSN,1.0,,1.0,1.0
HSO,13.0,3.0,16.0,0.8125
HSP,3.0,,3.0,1.0
HSQ,1.0,,1.0,1.0
HSR,2.0,1.0,3.0,0.6666666666666666
HSS,5.0,1.0,6.0,0.8333333333333334
HST,2.0,1.0,3.0,0.6666666666666666
HSW,1.0,,1.0,1.0
HSX,1.0,,1.0,1.0
HSY,1.0,,1.0,1.0
HSZ,3.0,2.0,5.0,0.6
HT,18.0,,18.0,1.0
HTA,1.0,,1.0,1.0
HTB,,1.0,1.0,
HTC,2.0,,2.0,1.0
HTD,6.0,3.0,9.0,0.6666666666666666
HTE,,1.0,1.0,
HTF,1.0,,1.0,1.0
HTG,1.0,,1.0,1.0
HTH,3.0,,3.0,1.0
HTJ,2.0,,2.0,1.0
HTK,2.0,,2.0,1.0
HTM,1.0,1.0,2.0,0.5
HTN,2.0,,2.0,1.0
HTO,7.0,1.0,8.0,0.875
HTP,1.0,,1.0,1.0
HTQ,1.0,,1.0,1.0
HTR,,1.0,1.0,
HTS,8.0,2.0,10.0,0.8
HTU,8.0,3.0,11.0,0.7272727272727273
HTV,4.0,1.0,5.0,0.8
HTW,2.0,,2.0,1.0
HTY,6.0,,6.0,1.0
HU,1.0,,1.0,1.0
HUA,1.0,,1.0,1.0
HUC,,1.0,1.0,
HUD,3.0,2.0,5.0,0.6
HUE,1.0,,1.0,1.0
HUF,,1.0,1.0,
HUG,,1.0,1.0,
HUH,2.0,1.0,3.0,0.6666666666666666
HUJ,1.0,,1.0,1.0
HUK,7.0,4.0,11.0,0.6363636363636364
HUL,2.0,1.0,3.0,0.6666666666666666
HUN,,1.0,1.0,
HUO,18.0,8.0,26.0,0.6923076923076923
HUP,2.0,,2.0,1.0
HUS,3.0,2.0,5.0,0.6
HUT,1.0,,1.0,1.0
HUU,112.0,34.0,146.0,0.7671232876712328
HUV,,2.0,2.0,
HUW,4.0,,4.0,1.0
HUX,52.0,24.0,76.0,0.6842105263157895
HUY,1.0,,1.0,1.0
HUZ,2.0,,2.0,1.0
HV,13.0,4.0,17.0,0.7647058823529411
HVA,6.0,5.0,11.0,0.5454545454545454
HVB,1.0,,1.0,1.0
HVC,1.0,,1.0,1.0
HVD,3.0,,3.0,1.0
HVF,2.0,,2.0,1.0
HVH,2.0,1.0,3.0,0.6666666666666666
HVI,1.0,3.0,4.0,0.25
HVJ,3.0,,3.0,1.0
HVK,1.0,,1.0,1.0
HVL,1.0,,1.0,1.0
HVM,7.0,3.0,10.0,0.7
HVO,2.0,1.0,3.0,0.6666666666666666
HVP,14.0,2.0,16.0,0.875
HVQ,1.0,,1.0,1.0
HVS,2.0,1.0,3.0,0.6666666666666666
HVT,2.0,3.0,5.0,0.4
HVU,1.0,,1.0,1.0
HVV,,1.0,1.0,
HVW,1.0,,1.0,1.0
HVX,1.0,,1.0,1.0
HVY,1.0,,1.0,1.0
HVZ,2.0,,2.0,1.0
HW,1.0,,1.0,1.0
HWA,2.0,,2.0,1.0
HWB,1.0,,1.0,1.0
HWD,1.0,,1.0,1.0
HWE,38.0,13.0,51.0,0.7450980392156863
HWF,1.0,,1.0,1.0
HWH,3.0,1.0,4.0,0.75
HWI,5.0,,5.0,1.0
HWJ,2.0,,2.0,1.0
HWK,1.0,,1.0,1.0
HWM,3.0,1.0,4.0,0.75
HWN,2.0,1.0,3.0,0.6666666666666666
HWP,1.0,,1.0,1.0
HWQ,1.0,,1.0,1.0
HWS,3.0,,3.0,1.0
HWT,,1.0,1.0,
HWU,2.0,,2.0,1.0
HWV,1.0,,1.0,1.0
HWW,12.0,3.0,15.0,0.8
HWX,1.0,,1.0,1.0
HWY,1.0,,1.0,1.0
HWZ,1.0,,1.0,1.0
HX,3.0,,3.0,1.0
HXA,2.0,,2.0,1.0
HXB,,1.0,1.0,
HXF,1.0,1.0,2.0,0.5
HXG,1.0,,1.0,1.0
HXH,2.0,,2.0,1.0
HXI,2.0,1.0,3.0,0.6666666666666666
HXJ,1.0,,1.0,1.0
HXK,2.0,1.0,3.0,0.6666666666666666
HXM,3.0,,3.0,1.0
HXN,1.0,,1.0,1.0
HXQ,1.0,,1.0,1.0
HXT,5.0,1.0,6.0,0.8333333333333334
HXU,6.0,1.0,7.0,0.8571428571428571
HXV,2.0,,2.0,1.0
HXW,10.0,3.0,13.0,0.7692307692307693
HXX,1.0,1.0,2.0,0.5
HXY,1.0,,1.0,1.0
HY,1.0,,1.0,1.0
HYC,1.0,,1.0,1.0
HYD,1.0,,1.0,1.0
HYE,11.0,1.0,12.0,0.9166666666666666
HYF,1.0,,1.0,1.0
HYH,2.0,1.0,3.0,0.6666666666666666
HYI,1.0,,1.0,1.0
HYM,1.0,,1.0,1.0
HYN,2.0,2.0,4.0,0.5
HYO,2.0,,2.0,1.0
HYP,1.0,,1.0,1.0
HYQ,2.0,,2.0,1.0
HYS,,1.0,1.0,
HYT,1.0,,1.0,1.0
HYU,1.0,,1.0,1.0
HYV,8.0,1.0,9.0,0.8888888888888888
HYW,,2.0,2.0,
HYX,3.0,,3.0,1.0
HYY,2.0,,2.0,1.0
HYZ,3.0,,3.0,1.0
HZ,,1.0,1.0,
HZA,1.0,,1.0,1.0
HZB,1.0,1.0,2.0,0.5
HZC,2.0,2.0,4.0,0.5
HZE,310.0,113.0,423.0,0.7328605200945626
HZG,3.0,,3.0,1.0
HZH,2.0,,2.0,1.0
HZI,1.0,,1.0,1.0
HZJ,6.0,1.0,7.0,0.8571428571428571
HZK,,1.0,1.0,
HZL,1.0,,1.0,1.0
HZM,1.0,,1.0,1.0
HZN,1.0,,1.0,1.0
HZO,1.0,,1.0,1.0
HZP,2.0,2.0,4.0,0.5
HZQ,20.0,4.0,24.0,0.8333333333333334
HZR,,1.0,1.0,
HZS,,1.0,1.0,
HZY,1.0,,1.0,1.0
HZZ,2.0,,2.0,1.0
I,4.0,,4.0,1.0
IA,1.0,,1.0,1.0
IAA,1.0,,1.0,1.0
IAB,1.0,,1.0,1.0
IAD,70.0,35.0,105.0,0.6666666666666666
IAE,,1.0,1.0,
IAF,5.0,3.0,8.0,0.625
IAG,1.0,,1.0,1.0
IAI,1.0,,1.0,1.0
IAJ,3.0,5.0,8.0,0.375
IAM,2.0,,2.0,1.0
IAN,2.0,3.0,5.0,0.4
IAP,49.0,22.0,71.0,0.6901408450704225
IAQ,4.0,1.0,5.0,0.8
IAU,1.0,,1.0,1.0
IAV,1.0,,1.0,1.0
IAW,3.0,,3.0,1.0
IAX,1.0,,1.0,1.0
IAZ,1.0,1.0,2.0,0.5
IB,41.0,18.0,59.0,0.6949152542372882
IBC,1.0,,1.0,1.0
IBD,2.0,2.0,4.0,0.5
IBE,22.0,9.0,31.0,0.7096774193548387
IBF,1.0,2.0,3.0,0.3333333333333333
IBG,1.0,,1.0,1.0
IBH,14.0,3.0,17.0,0.8235294117647058
IBI,,1.0,1.0,
IBJ,1.0,,1.0,1.0
IBL,1.0,,1.0,1.0
IBO,1.0,,1.0,1.0
IBP,13.0,5.0,18.0,0.7222222222222222
IBQ,2.0,1.0,3.0,0.6666666666666666
IBS,1.0,,1.0,1.0
IBX,1.0,,1.0,1.0
IBZ,3.0,3.0,6.0,0.5
IC,3.0,,3.0,1.0
ICA,2.0,,2.0,1.0
ICB,8.0,5.0,13.0,0.6153846153846154
ICC,1.0,,1.0,1.0
ICD,4.0,4.0,8.0,0.5
ICE,2.0,3.0,5.0,0.4
ICF,21.0,6.0,27.0,0.7777777777777778
ICG,1.0,,1.0,1.0
ICH,1.0,,1.0,1.0
ICJ,2.0,2.0,4.0,0.5
ICL,,1.0,1.0,
ICM,1.0,1.0,2.0,0.5
ICN,1.0,,1.0,1.0
ICO,1.0,,1.0,1.0
ICP,1.0,,1.0,1.0
ICQ,2.0,1.0,3.0,0.6666666666666666
ICR,13.0,3.0,16.0,0.8125
ICS,5.0,1.0,6.0,0.8333333333333334
ICU,1.0,,1.0,1.0
ICV,,1.0,1.0,
ICW,2.0,,2.0,1.0
ICX,2.0,,2.0,1.0
ID,16.0,6.0,22.0,0.7272727272727273
IDA,2.0,,2.0,1.0
IDB,1.0,,1.0,1.0
IDC,21.0,9.0,30.0,0.7
IDD,1.0,,1.0,1.0
IDE,2.0,,2.0,1.0
IDF,,2.0,2.0,
IDG,,1.0,1.0,
IDH,1.0,,1.0,1.0
IDI,3.0,,3.0,1.0
IDJ,1.0,,1.0,1.0
IDK,1.0,,1.0,1.0
IDL,7.0,2.0,9.0,0.7777777777777778
IDN,18.0,2.0,20.0,0.9
IDO,2.0,,2.0,1.0
IDP,5.0,2.0,7.0,0.7142857142857143
IDQ,,1.0,1.0,
IDR,1.0,,1.0,1.0
IDS,1.0,2.0,3.0,0.3333333333333333
IDT,,1.0,1.0,
IDV,6.0,,6.0,1.0
IDX,1.0,,1.0,1.0
IDY,12.0,3.0,15.0,0.8
IDZ,3.0,1.0,4.0,0.75
IE,1.0,3.0,4.0,0.25
IEA,,1.0,1.0,
IEB,5.0,,5.0,1.0
IEC,4.0,,4.0,1.0
IEE,2.0,,2.0,1.0
IEF,2.0,1.0,3.0,0.6666666666666666
IEI,2.0,,2.0,1.0
IEJ,1.0,,1.0,1.0
IEK,20.0,7.0,27.0,0.7407407407407407
IEL,1.0,,1.0,1.0
